Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,EMI,BalanceIncome
LP002894,Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360.0,1.0,Semiurban,Y,3166.0,0.1,3066.0
LP002898,Male,Yes,1,Graduate,No,1880.0,0.0,61.0,360.0,1.0,Rural,N,1880.0,0.16944444444444445,1710.5555555555557
LP002911,Male,Yes,1,Graduate,No,2787.0,1917.0,146.0,360.0,0.0,Rural,N,4704.0,0.40555555555555556,4298.444444444444
LP002912,Male,Yes,1,Graduate,No,4283.0,3000.0,172.0,84.0,1.0,Rural,N,7283.0,2.0476190476190474,5235.380952380952
LP002916,Male,Yes,0,Graduate,No,2297.0,1522.0,104.0,360.0,1.0,Urban,Y,3819.0,0.28888888888888886,3530.1111111111113
LP002917,Female,No,0,Not Graduate,No,2165.0,0.0,70.0,360.0,1.0,Semiurban,Y,2165.0,0.19444444444444445,1970.5555555555557
LP002925,Male,No,0,Graduate,No,4750.0,0.0,94.0,360.0,1.0,Semiurban,Y,4750.0,0.2611111111111111,4488.888888888889
LP002926,Male,Yes,2,Graduate,Yes,2726.0,0.0,106.0,360.0,0.0,Semiurban,N,2726.0,0.29444444444444445,2431.5555555555557
LP002928,Male,Yes,0,Graduate,No,3000.0,3416.0,56.0,180.0,1.0,Semiurban,Y,6416.0,0.3111111111111111,6104.888888888889
LP002931,Male,Yes,2,Graduate,Yes,6000.0,0.0,205.0,240.0,1.0,Semiurban,N,6000.0,0.8541666666666666,5145.833333333333
LP002933,Male,No,3+,Graduate,Yes,9357.0,0.0,292.0,360.0,1.0,Semiurban,Y,9357.0,0.8111111111111111,8545.888888888889
LP002936,Male,Yes,0,Graduate,No,3859.0,3300.0,142.0,180.0,1.0,Rural,Y,7159.0,0.7888888888888889,6370.111111111111
LP002938,Male,Yes,0,Graduate,Yes,16120.0,0.0,260.0,360.0,1.0,Urban,Y,16120.0,0.7222222222222222,15397.777777777777
LP002940,Male,No,0,Not Graduate,No,3833.0,0.0,110.0,360.0,1.0,Rural,Y,3833.0,0.3055555555555556,3527.4444444444443
LP002941,Male,Yes,2,Not Graduate,Yes,6383.0,1000.0,187.0,360.0,1.0,Rural,N,7383.0,0.5194444444444445,6863.555555555556
LP002943,Male,No,0,Graduate,No,2987.0,0.0,88.0,360.0,0.0,Semiurban,N,2987.0,0.24444444444444444,2742.5555555555557
LP002945,Male,Yes,0,Graduate,Yes,9963.0,0.0,180.0,360.0,1.0,Rural,Y,9963.0,0.5,9463.0
LP002948,Male,Yes,2,Graduate,No,5780.0,0.0,192.0,360.0,1.0,Urban,Y,5780.0,0.5333333333333333,5246.666666666667
LP002949,Female,No,3+,Graduate,No,416.0,41667.0,350.0,180.0,1.0,Urban,N,42083.0,1.9444444444444444,40138.555555555555
LP002950,Male,Yes,0,Not Graduate,No,2894.0,2792.0,155.0,360.0,1.0,Rural,Y,5686.0,0.4305555555555556,5255.444444444444
LP002953,Male,Yes,3+,Graduate,No,5703.0,0.0,128.0,360.0,1.0,Urban,Y,5703.0,0.35555555555555557,5347.444444444444
LP002958,Male,No,0,Graduate,No,3676.0,4301.0,172.0,360.0,1.0,Rural,Y,7977.0,0.4777777777777778,7499.222222222223
LP002959,Female,Yes,1,Graduate,No,12000.0,0.0,496.0,360.0,1.0,Semiurban,Y,12000.0,1.3777777777777778,10622.222222222223
LP002960,Male,Yes,0,Not Graduate,No,2400.0,3800.0,128.0,180.0,1.0,Urban,N,6200.0,0.7111111111111111,5488.888888888889
LP002961,Male,Yes,1,Graduate,No,3400.0,2500.0,173.0,360.0,1.0,Semiurban,Y,5900.0,0.48055555555555557,5419.444444444444
LP002964,Male,Yes,2,Not Graduate,No,3987.0,1411.0,157.0,360.0,1.0,Rural,Y,5398.0,0.4361111111111111,4961.888888888889
LP002974,Male,Yes,0,Graduate,No,3232.0,1950.0,108.0,360.0,1.0,Rural,Y,5182.0,0.3,4882.0
LP002978,Female,No,0,Graduate,No,2900.0,0.0,71.0,360.0,1.0,Rural,Y,2900.0,0.19722222222222222,2702.777777777778
LP002979,Male,Yes,3+,Graduate,No,4106.0,0.0,40.0,180.0,1.0,Rural,Y,4106.0,0.2222222222222222,3883.777777777778
LP002983,Male,Yes,1,Graduate,No,8072.0,240.0,253.0,360.0,1.0,Urban,Y,8312.0,0.7027777777777777,7609.222222222223
LP002984,Male,Yes,2,Graduate,No,7583.0,0.0,187.0,360.0,1.0,Urban,Y,7583.0,0.5194444444444445,7063.555555555556
LP002990,Female,No,0,Graduate,Yes,4583.0,0.0,133.0,360.0,0.0,Semiurban,N,4583.0,0.36944444444444446,4213.555555555556
